id,title,description,video_id,language_id,video_duration,genre
200,The Fighter's Ballad | Full Drama Movie | Clive Russell,"**This film is under exclusive license from Ytinifni Pictures. All rights reserved** 

The Fighter's Ballad - London...present day. A violent, desperate man breaks into an inner city church. With him, he brings the anxiety and anger of contemporary society. Once inside the church, he faces his greatest opponent...a world weary Priest. The Fighter challenges the Priest, on the fundamental fabric of life...faith and death, belief and passion. The scene is set, in the fight for truth, redemption and forgiveness.

2010
Stars: Peter Cadwell, Holli Dempsey, Clive Russell

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",dyPUgNTtuJA,1,1h 39m 18s,Drama
201,The Glass Window (The Troubadour) | Full Movie | Mystery Drama,"The Glass Window - A young man struggles with balancing success and relationships until he travels to a mysterious island in the Bahamas and discovers the secret of The Glass Window.
2011.  Stars: Jeremy Marr Williams, Alison Burns, Naima Lett, Howard Anderson
**Under license from Legacy Distribution. All rights reserved** 

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",cbECPDy7wCc,1,1h 29m 58s,Drama
202,The Henchman's War | Full Crime Thriller Movie,"***This film is under non-exclusive license from Leomark Studios. All rights reserved.***

The Henchman's War - A deadly mistake sets an introspective henchman on a crusade against a mid-level crime boss with demons of his own.

2012
Stars: Andrea R. Baker, Johnny Christos, Christian M.A. Campbell, Tamieka Chavis

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",kQtHEqouA2E,1,1h 15m 21s,Thriller
203,The Invisible Man | Full Movie | Sci-Fi Drama | H.G. Wells | Rene Abelar,"The Invisible Man - A modern retelling of H.G. Wells classic novel, The Invisible Man. Motivated by the death of his son, Griffin, a brilliant but eccentric scientist discovers a method to invisibility. He is able to complete the experiment, with the aid of his assistant, Faith. The formula allows him to exact revenge on murderer that killed his son, but at a tragic expense, the formula slowly begins to consume his mind
2017.  Stars: Rene Abelar, Zachary Bray, Chris Coon
**Under non-exclusive license from Indie Rights Inc.  All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",oOgfaOS4xHg,1,1h 31m 37s,Sci-Fi
204,The Leprechaun's Game | Full Horror Movie,"***This film is under license from ITN Distribution. All rights reserved.***

After a bunch of thieves are sent out to hunt urban legends, they steal the gold of a Leprechaun. Soon, they will realise the price they must pay of stealing a Leprechauns gold.

2020
Stars: Bao Tieu, Daniel Sawicki, Marcus Brooks-Henderson

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",B84GkyQFndM,1,1h 20m 1s,Horror
205,The Lost Number | Full Action Drama Movie | Sam Dede,"**This film is under non-exclusive license from Ytinifni Entertainment. All rights reserved**

The Lost Number - An international action drama, The lost Number is the story of a redemption-seeking English woman going against all odds to save a remote slum in Africa.

2012
Stars: Sam Dede, Lisa Holsappel-Marrs, Sadiq Abu

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #FreeNigerianMovies #FreeYouTubeMovies",r_Tlo8kblpU,1,1h 40m 27s,Action
206,The Maltese Holiday | Full Hallmark Movie | Romantic Christmas Drama | Ashley Brinkman,"The Maltese Holiday (As Christmas Goes By) - Two travellers are abandoned by their travel companions, meet and fall in love over the holidays in Malta.  Shea Andrews has a zest for life and a love for adventure. Her Christmas trip to Malta is the last blast for her and her soon-to-be-married best friend, Kristen. While Shea is at the airport, Kristen calls to let her know that she and her fiance got into a huge fight and she cant join Shea on the trip. Always a free spirit, Shea doesn't let this slight wrench in the plans ruin her dream vacation.
2021.  Stars: Ashley Brinkman, Cody Calafiore, Liana Afuni
**Under exclusive license from Gemelli Films | Bruder Releasing Inc.  All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #TheMalteseHoliday #hallmark #romancemovies",tuG49bn0Xkk,1,1h 23m 32s,Romance
207,The Margarita Man | Full Comedy Movie | Jesse Borrego | Danny Trejo,"***This film is under license from ITN Distribution. All rights reserved.***

The Margarita Man - A young man, who fears he will grow up to be like his working class father, goes to college where his love for the party gets him cut off financially and forces him to sell margaritas in order to stay in school.

2019
Stars: Danny Trejo, Jesse Borrego, Anthony Guajardo, Sean Koetting

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #TheMargaritaMan #FreeYouTubeMovies",_jHn3BLh5mI,1,1h 35m 7s,Comedy
208,The Meanest Man in Texas | Full Drama Movie | The True Clyde Thompson Story,"Based on the Best Seller, ""The Meanest Man in Texas"" is the true story of Clyde Thompson. After shooting two men in self-defense, Clyde is convicted of murder and sentenced to death. Just hours before execution, the Governor spares him and ships him to the Texas Prison Farm to serve hard labor, where he gains the moniker ""The Meanest Man in Texas"". Clyde's journey consists of some life-changing highs and lows, but ultimately leads him to redemption.

**The film is under non-exclusive license from Artist View Entertainment Inc.  All rights reserved**
2017.  Stars: Mateus Ward, Jamie McShane, Alexandra Bard

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",PqAmmDZUles,1,1h 45m 57s,Drama
209,The Merger | Full Movie | Heartfelt Drama | Damian Callinan | Kate Mulvany,"The Merger - Troy Carrington, a former professional football player returns to his country town after an abrupt end to his sporting career and is persuaded to coach the hapless local footy team, the Roosters.
2018.  Stars: Damian Callinan, Kate Mulvany, John Howard 
**This film is under license from MVD Entertainment Group. All rights received** 

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",mqrwuTJ0liM,1,1h 43m 12s,Comedy
210,The Misadventures of Mistress Maneater | Full Movie | Action Romance,"The Misadventures of Mistress Maneater - With only 30 days to repay a massive loan, a disgraced art historian is forced into a scandalous scheme: win the heart of, and then extort, the Episcopal priest avoiding her like loose glitter. When she discovers him hiding the world's greatest lost masterpiece, will she betray the heroic man who believes in her genius, or fall for him and doom herself to a custom pair of concrete stilettos?
2020. Stars: Lorrisa Julianus, Mickey O'Sullivan, Shannon Brown
*Under license from Indi Rights Inc. All rights reserved*

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #valentinesday #FreeYouTubeMovies",egRpmp20Nf8,1,1h 51m 19s,Romance
211,The Next Dance | Full Romance Drama Movie | Tatiana Bascope,"The Next Dance - Best friends, Selena (Danielle Curiel) and her neighbor Tristian (Jonathan McDaniels) grow up together but pursue different lives. Selena lives to dance, which she does at her mother's cash strapped studio. Tristian is a real ladies man who works in his overbearing father's accounting firm. When pop star Blake Andrews (Brandon Mychal Smith) holds a dance competition with $100,000 in prize money and a tour, Selena is determined to help her mother save the dance studio. Tristian, happy to get away from his dad, is ready to help. Through the magic of dance, Selena and Tristian realize the love they have for each other.
2014.  Stars: Tiara Ashleigh, Tatiana Bascope, Jordan Bobbitt
**Under license from Vision Films Inc. All rights reserved**

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",61S0iYWUIn0,1,1h 13m 14s,Drama
212,The Night Visitor 2 - Heather's Story | Full Sci-Fi Movie | Michael Biehn | Brianne Davis,"The Night Visitor 2: HEATHER'S STORY runs parallel to the original Night Visitor, telling the story of Heather, a special young girl, who must protect her family and the planet from the same other-earthly being. The sequel delves deeper into the mysteries that plagued the Stevens family and their son Ricky with the help of psychic and medium Daniel.  Stars Michael Biehn (Aliens) and Brianne Davis (Six)
2016.  Stars: Michael Biehn, Caitlin Carmichael, Jennifer Blanc-Biehn
**This film is under license from Vision Films Inc - All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",BZ1wG78UBQ4,2,1h 9m 34s,Sci-Fi
213,The Other Side | Full Thriller Movie,"**This film is under license from Vision Films Inc. All rights reserved**

The Other Side - In 1989 Dustin Carter produced the most talked about movie thriller of the 80’s. His past comes to haunt him when a serial killer is on the loose, plotting murders inspired by his movie. His recovering drug addict son, Jacob, moves back home to copy in his fathers footsteps.  Jacob is faced with fighting the one battle he has yet to conquer in his life…the battle between Good and Evil…but within himself.
2014
Stars: Glenn Plummer, Brian Borello, Diana Costa

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",WUgXoExQQII,1,1h 22m 2s,Thriller
214,The Pastor's Daughters | Full Drama Movie,"**This film is under license from Vision Films Inc. All rights reserved**

The Pastor's Daughters - A well known minister is on his deathbed. His family must grapple with the realities of their dysfunction, and find peace.

2016
Stars: Althria Berry-Goebel, Sydnee Simone, Alethea Bailey

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #africanamericanmovies #FreeYouTubeMovies",y18uoJwyOsg,2,1h 14m 59s,Drama
215,The Phoenix Project | Full Drama Sci-Fi Movie,"**This film is under non-exclusive license from Glass House Distribution. All rights reserved**

The Phoenix Project - Four scientists craft a machine to reanimate deceased organisms.

2015
Stars: Corey Rieger, Andrew Simpson, David Pesta

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",FuHE7I2yiXw,1,1h 32m 23s,Sci-Fi
216,The Pirate (God Loves Caviar) | Full Action Adventure Movie | Sebastian Koch | Catherine Deneuve,"The Pirate (God Loves Caviar) is the compelling story of IOANNIS VARVAKIS, and his journey from humble Greek pirate to international caviar millionaire, with the ear of Catherine the Great of Russia. His wealth and power, however, do not give him contentment, and his boundless ambition only brings suffering, until he gives everything away, including himself, in the name of love. This epic tale, based on Varvakis' real life, moves from the Greek island of Psara to the court of Catherine the Great in Russia and the shores of the Caspian Sea, and then back to Greece, a country torn by civil war and the fight for independence, during the Revolution of 1821 against the Ottoman Empire.
2012.  Starring Sebastian Koch, Catherine Deneuve , Evgeniy Stychkin, John Cleese
**This film is under license from Vision Films Inc.  All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",3JLF_K_NU_k,3,1h 42m 1s,"Adventure, Drama"
217,The Quiet Hour | 2016 | Full Sci-Fi Movie,"**This film is under license from Vision Films Inc.  All rights reserved**

The Quiet Hour - In the aftermath of an alien invasion, a feisty teenage girl sets out to protect her farm from human scavengers who will stop at nothing in order to survive in a post-apocalyptic world.



#FullFreeMovies #FullSciFiMovies #MovieCentral",rgmpaY1h9JI,3,1h 25m 39s,Sci-Fi
218,The Rack Pack | Full Adventure Movie,"**This film is under license from Vision Films Inc. All rights reserved**

The Rack Pack - A group of military brats play out their adventures in the woods. They find a map to a buried treasure that thieves are after. But when one of their fathers is kidnapped, they must embark on a rescue mission as ""The Rack Pack"".

2018
Stars: C. Thomas Howell, Nico Ford, Hunter Lee Manning

★ Awesome Movies 

Welcome to the Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under license from various copyright holders. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

★ Buy some items from our merch store - 
https://teespring.com/stores/classic-movies-channel

#FullFreeMovies #FullFreeFamilyMovies #FreeYouTubeMovies",rBV9jQfTc-A,1,1h 21m 32s,"Adventure, Family"
219,The Raking | Full Horror Movie,"The Raking - As part of a Cultural Anthropology Project, several college students embark on a weekend camping trip to research an urban-legend, The Rake. The Rake is a terrifying monster, in humanoid form with long claws. The creature feeds only on the Equinox, which also happens to be the same time the college students take their camping trip. As the college students explore deeper and deeper into the desert to chase down the myth, and disprove of it's existence, they find themselves no longer the hunters of mystery, but the prey of The Rake itself.
2017. Stars: Bryan Brewer, Cree Kelly, Allie Rivera
**Under legal license from Bruder Releasing Inc.  All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",clETGxWPIoA,1,1h 34m 34s,Horror
220,The Red Effect | Full Controversial Drama Movie,"**This film is under license from Vision Films Inc. All rights reserved**

The Red Effect - Tensions rise in a southeast Washington, DC community following the deadly shooting of an unarmed black teenager at the hands of a white man. An impromptu television interview shortly after the shooting captures a powerful rant by life-long black community member Glenn Johnson who has managed against all odds to find his calling as the leader of a program that aims to give adults in his community a second chance at life.

2017
Stars: Rachel Addai, Nateice Aisha, Tracey Allyn

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",vE8JUDSIDH4,1,1h 31m 31s,Drama
221,The Remake | Full Comedy Drama,"**This film is under license from Vision Films Inc. All rights reserved**

The Remake - Two actors who originally hooked up during filming in their early 20's find love can be even more complicated the second time around when reunited to star in an updated remake of their earlier film.

2016
Stars: Sally Kellerman, June Lockhart, Timothy Carhart

★ Awesome Movies 

Welcome to the Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under license from various copyright holders. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

★ Buy some items from our merch store - 
https://teespring.com/stores/classic-movies-channel

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",tp4PRvYa6P0,1,1h 36m 55s,"Comedy, Drama"
222,The Sensei | Full Action Drama Movie,"The Sensei - In 1985 Colorado, a long-absent woman, proficient as a black belt in martial arts, returns home where she agrees, secretly, to train a bullied teen.
2008. Stars: Diana Lee Inosanto, Keith David, Melissa Taylor
***Under license from KDMG.  All rights reserved***

★ Awesome Movies 

Welcome to the Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under license from various copyright holders. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

★ Buy some items from our merch store - 
https://teespring.com/stores/classic-movies-channel

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",KxUstDa_YGg,1,1h 35m 30s,"Action, Drama"
223,The Shadow People | Full Horror Movie | Kat Steffens | C Thomas Howell,"The Shadow People - Starring Newlyweds Megan (Kat Steffens, Parkland) and Andrew (Bug Hall, Castle) have just moved into their dream home with aspirations to start a family. But soon strange events start happening. Voices and shadowy figures haunt Megan, and even Andrew, starts questioning his own sanity as their marriage is being torn apart. The visions grow increasingly real..and threatening, yet Megan is unwilling to relinquish her home. When the appearance of a mysterious priest (C. Thomas Howell, The Amazing Spiderman) unveils the truth behind their nightmare, Megan's reality takes a desperate turn that her haunting visions never could have predicted.
2016.  Stars: Bug Hall, Kat Steffens, C. Thomas Howell
**This film is under license from Vision Films Inc. All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #halloween2022  #FreeYouTubeMovies",v_BuWYJ0FXY,2,1h 17m 55s,Horror
224,The Standoff | Full Movie | Romantic Comedy,"The Standoff - They can barely stand each other, but can they stand next to each other for three days, without sleep, for the chance to win the car of their dreams?
2016.  Stars: Olivia Holt, Ryan McCartan, Regan Burns
**Under license from Vision Films Inc. All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",6nmIOStFQcE,1,1h 30m 13s,"Comedy, Romance"
225,The Stranger Game | Full Movie | Psycho Thriller | Mimi Rogers,"A hard-working mother hires a male nanny to take care of her son, but soon discovers that he is an antisocial psychopath bent on destroying her family.
2006.  Stars: Mimi Rogers, David Orth, Barclay Hope
**This film is under non-exclusive license from APL Film. All rights reserved**

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",yfnTtxKQ9zw,1,1h 28m 41s,Thriller
226,The Surrogate (AKA Beautiful Dreamer) | Full Movie | Award Winning Drama,"The Surrogate  is a contemporary dramedy about a group of Bay Area friends in their early 40s navigating one of those life moments together: expecting a surrogate baby, a long and deep friendship in jeopardy, two women finally deciding to marry after years of living together, a novelist with crippling writer's block. Capturing this next uncharted chapter of their extended family, The Surrogate explores the messy secrets and complicated nature of parenthood and the modern family, all the while testing the boundaries of love and friendship and the bioethics of surrogacy.
2020.  Stars: Wendie Malick, Erin Daniels, Jennifer Mudge
*Licensed from Leomark Studios. All rights reserved*

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",0UtxlaNfUiU,1,1h 37m 7s,Drama
227,The Target | Full Drama Movie,"**This film is under non-exclusive license from Bounty Entertainment.  All rights reserved**

The Target - A movie about how different types of bullying affects different types of people of different ages. Arav deals with bullying in a detrimental way leaving his family and friends bewildered. People find themselves reflecting about their own current bullying experiences.

2018
Stars: Giovanna Mercuri, Laurie Whitehead, Damien Leith

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",JUAp35EzOZM,1,1h 28m 58s,Drama
